Date,Item,Store,Units Sold,Unit Price,Sales Amount
43474,Xbox One S,Miami,3,299,897
43006,Xbox One S,Washington D.C.,1,299,299
43477,Xbox One S,Atlanta,2,299,598
43595,Surface Studio,Miami,2,2999,5998
43747,Surface Book,Tampa,4,1499,5996
43247,Surface Studio,Atlanta,3,2999,8997
43272,Xbox One,Dallas,2,249,498
43318,Xbox One,Houston,3,249,747
43415,Xbox One S,Tampa,2,299,598
42815,Surface Book,Houston,2,1499,2998
42775,Surface Studio,Atlanta,5,2999,14995
42902,Surface Pro 4,Washington D.C.,5,899,4495
43569,Xbox One,Miami,4,249,996
43769,Xbox One S,Dallas,5,299,1495
42799,Xbox One,Houston,1,249,249
42993,Surface Studio,Washington D.C.,2,2999,5998
42862,Xbox One S,Washington D.C.,2,299,598
43007,Surface Studio,Houston,1,2999,2999
43613,Xbox One,Houston,5,249,1245
43540,Surface Book,Houston,3,1499,4497
42744,Xbox One,Houston,5,249,1245
43105,Surface Book,Washington D.C.,2,1499,2998
43396,Surface Pro 4,Dallas,4,899,3596
43444,Surface Studio,Miami,3,2999,8997
43380,Surface Book,Houston,1,1499,1499
43754,Xbox One S,Houston,3,299,897
43006,Surface Pro 4,Washington D.C.,2,899,1798
42892,Xbox One S,Tampa,4,299,1196
43622,Xbox One S,Atlanta,2,299,598
43316,Xbox One S,Washington D.C.,4,299,1196
42741,Xbox One S,Atlanta,1,299,299
43102,Surface Studio,Houston,2,2999,5998
43701,Surface Pro 4,Washington D.C.,4,899,3596
43823,Surface Book,Houston,5,1499,7495
43428,Xbox One S,Dallas,3,299,897
43048,Xbox One S,Houston,2,299,598
42859,Surface Pro 4,Tampa,4,899,3596
43691,Surface Pro 4,Miami,5,899,4495
43221,Surface Book,Miami,1,1499,1499
42750,Surface Studio,Washington D.C.,5,2999,14995
43159,Surface Studio,Tampa,2,2999,5998
43147,Surface Book,Washington D.C.,3,1499,4497
43002,Xbox One S,Dallas,1,299,299
42916,Xbox One,Atlanta,2,249,498
43188,Surface Studio,Tampa,2,2999,5998
42991,Surface Book,Miami,2,1499,2998
43177,Xbox One,Dallas,3,249,747
43011,Surface Pro 4,Tampa,1,899,899
43749,Surface Studio,Atlanta,1,2999,2999
42797,Xbox One S,Miami,4,299,1196
43154,Surface Book,Miami,2,1499,2998
42810,Xbox One S,Atlanta,2,299,598
42958,Xbox One S,Atlanta,2,299,598
42741,Xbox One S,Atlanta,2,299,598
42763,Xbox One,Houston,1,249,249
43566,Xbox One,Washington D.C.,1,249,249
43300,Xbox One,Washington D.C.,3,249,747
42949,Xbox One,Houston,1,249,249
43061,Surface Pro 4,Tampa,4,899,3596
43716,Xbox One S,Miami,4,299,1196
43550,Xbox One,Dallas,5,249,1245
43071,Surface Studio,Dallas,5,2999,14995
43584,Xbox One S,Atlanta,1,299,299
43121,Xbox One S,Houston,5,299,1495
43617,Xbox One,Tampa,2,249,498
43711,Surface Pro 4,Atlanta,1,899,899
42972,Xbox One,Washington D.C.,5,249,1245
43674,Xbox One,Atlanta,5,249,1245
42843,Surface Pro 4,Tampa,3,899,2697
43167,Surface Pro 4,Miami,1,899,899
43560,Xbox One,Tampa,2,249,498
43369,Surface Studio,Washington D.C.,1,2999,2999
42838,Xbox One,Miami,1,249,249
43087,Xbox One,Tampa,3,249,747
42975,Xbox One,Washington D.C.,5,249,1245
43001,Surface Pro 4,Houston,2,899,1798
43016,Surface Studio,Houston,4,2999,11996
43260,Xbox One S,Tampa,4,299,1196
43810,Surface Studio,Houston,5,2999,14995
43754,Xbox One,Miami,5,249,1245
43610,Surface Pro 4,Dallas,5,899,4495
43706,Xbox One S,Washington D.C.,3,299,897
43186,Xbox One,Atlanta,2,249,498
43399,Xbox One,Dallas,5,249,1245
42811,Xbox One S,Houston,1,299,299
43322,Xbox One,Washington D.C.,3,249,747
43271,Surface Pro 4,Washington D.C.,2,899,1798
42937,Surface Book,Atlanta,1,1499,1499
43408,Surface Book,Tampa,4,1499,5996
43503,Xbox One S,Miami,5,299,1495
43688,Xbox One,Tampa,5,249,1245
43576,Surface Studio,Miami,1,2999,2999
43341,Xbox One S,Dallas,5,299,1495
43830,Xbox One,Miami,1,249,249
43228,Xbox One S,Dallas,1,299,299
43814,Xbox One S,Dallas,1,299,299
43047,Surface Studio,Atlanta,1,2999,2999
43009,Surface Pro 4,Dallas,1,899,899
43160,Surface Studio,Tampa,2,2999,5998
42972,Surface Book,Miami,1,1499,1499
43195,Surface Pro 4,Houston,5,899,4495
42977,Surface Book,Atlanta,4,1499,5996
43094,Surface Book,Atlanta,2,1499,2998
42752,Surface Book,Tampa,5,1499,7495
43751,Surface Pro 4,Miami,5,899,4495
43611,Xbox One,Washington D.C.,2,249,498
42944,Xbox One S,Dallas,3,299,897
43700,Surface Studio,Dallas,3,2999,8997
42962,Surface Studio,Atlanta,5,2999,14995
43297,Surface Pro 4,Washington D.C.,1,899,899
42919,Xbox One S,Miami,5,299,1495
42783,Xbox One,Miami,5,249,1245
42789,Surface Pro 4,Houston,3,899,2697
43336,Xbox One S,Atlanta,5,299,1495
43421,Surface Book,Tampa,2,1499,2998
43426,Surface Book,Washington D.C.,5,1499,7495
43221,Surface Book,Tampa,2,1499,2998
43503,Xbox One,Houston,3,249,747
43316,Xbox One,Washington D.C.,1,249,249
42767,Surface Studio,Washington D.C.,5,2999,14995
43549,Surface Pro 4,Tampa,4,899,3596
43745,Surface Book,Washington D.C.,5,1499,7495
43541,Xbox One S,Tampa,4,299,1196
43397,Xbox One,Tampa,1,249,249
43049,Xbox One,Tampa,5,249,1245
43793,Xbox One,Houston,5,249,1245
42841,Xbox One,Tampa,4,249,996
43377,Xbox One,Tampa,2,249,498
42959,Xbox One S,Tampa,1,299,299
42835,Surface Studio,Miami,4,2999,11996
43354,Xbox One S,Atlanta,5,299,1495
42787,Surface Studio,Dallas,2,2999,5998
42995,Surface Studio,Dallas,5,2999,14995
43047,Xbox One S,Dallas,5,299,1495
43520,Surface Pro 4,Tampa,1,899,899
43016,Xbox One,Washington D.C.,1,249,249
43262,Xbox One,Washington D.C.,3,249,747
43512,Xbox One S,Atlanta,3,299,897
43411,Xbox One,Dallas,1,249,249
43493,Surface Pro 4,Miami,5,899,4495
43784,Surface Studio,Dallas,3,2999,8997
43000,Xbox One,Miami,1,249,249
42851,Surface Studio,Washington D.C.,1,2999,2999
43625,Surface Studio,Houston,4,2999,11996
43789,Surface Book,Atlanta,5,1499,7495
43748,Xbox One,Tampa,1,249,249
42834,Xbox One S,Houston,1,299,299
42739,Xbox One S,Houston,5,299,1495
43257,Xbox One,Washington D.C.,2,249,498
43754,Xbox One S,Houston,2,299,598
43411,Surface Studio,Houston,5,2999,14995
43294,Surface Studio,Washington D.C.,2,2999,5998
43571,Surface Book,Atlanta,2,1499,2998
43680,Surface Studio,Dallas,1,2999,2999
43736,Xbox One S,Houston,5,299,1495
43503,Surface Studio,Tampa,4,2999,11996
43199,Surface Studio,Atlanta,3,2999,8997
43533,Surface Pro 4,Houston,3,899,2697
43643,Surface Pro 4,Tampa,1,899,899
43166,Surface Studio,Washington D.C.,4,2999,11996
42820,Xbox One S,Houston,2,299,598
43043,Surface Book,Atlanta,4,1499,5996
43701,Surface Pro 4,Washington D.C.,5,899,4495
43589,Surface Pro 4,Washington D.C.,5,899,4495
43821,Xbox One S,Atlanta,2,299,598
43828,Surface Studio,Washington D.C.,3,2999,8997
43605,Xbox One,Tampa,3,249,747
43232,Xbox One,Atlanta,5,249,1245
43707,Surface Pro 4,Miami,5,899,4495
43802,Xbox One,Dallas,5,249,1245
43234,Surface Pro 4,Atlanta,2,899,1798
43058,Surface Pro 4,Tampa,4,899,3596
43064,Surface Studio,Houston,3,2999,8997
43264,Surface Studio,Atlanta,2,2999,5998
43491,Surface Book,Tampa,5,1499,7495
43017,Xbox One,Tampa,3,249,747
43514,Surface Book,Tampa,1,1499,1499
43790,Surface Studio,Washington D.C.,3,2999,8997
43223,Xbox One S,Atlanta,4,299,1196
43257,Xbox One,Miami,2,249,498
43769,Surface Book,Dallas,3,1499,4497
43129,Surface Pro 4,Washington D.C.,4,899,3596
43819,Surface Pro 4,Atlanta,3,899,2697
42938,Surface Pro 4,Houston,2,899,1798
43765,Xbox One,Miami,3,249,747
42960,Xbox One S,Houston,3,299,897
42920,Xbox One S,Miami,3,299,897
43103,Xbox One,Tampa,1,249,249
43597,Surface Book,Dallas,5,1499,7495
43548,Surface Pro 4,Atlanta,4,899,3596
42794,Surface Book,Dallas,4,1499,5996
43149,Xbox One S,Washington D.C.,3,299,897
42969,Xbox One,Miami,5,249,1245
43767,Xbox One,Atlanta,2,249,498
43214,Surface Pro 4,Houston,1,899,899
42761,Xbox One S,Tampa,3,299,897
43153,Xbox One S,Houston,5,299,1495
42869,Surface Pro 4,Atlanta,2,899,1798
42742,Xbox One S,Tampa,4,299,1196
43798,Surface Pro 4,Dallas,5,899,4495
43260,Xbox One S,Dallas,5,299,1495
43690,Surface Studio,Dallas,4,2999,11996
43706,Surface Book,Tampa,2,1499,2998
43144,Surface Studio,Tampa,1,2999,2999
43076,Surface Studio,Houston,1,2999,2999
42917,Surface Pro 4,Atlanta,5,899,4495
43225,Xbox One S,Miami,5,299,1495
43187,Xbox One,Dallas,2,249,498
43735,Surface Book,Washington D.C.,3,1499,4497
42875,Xbox One S,Atlanta,1,299,299
42755,Xbox One S,Atlanta,3,299,897
42962,Xbox One S,Houston,5,299,1495
43139,Xbox One S,Houston,5,299,1495
42785,Surface Studio,Atlanta,5,2999,14995
42992,Xbox One,Atlanta,5,249,1245
42764,Surface Studio,Atlanta,3,2999,8997
43343,Surface Book,Dallas,3,1499,4497
43688,Xbox One,Miami,4,249,996
43591,Surface Studio,Atlanta,3,2999,8997
42787,Xbox One S,Atlanta,3,299,897
43525,Xbox One S,Washington D.C.,1,299,299
42868,Surface Studio,Houston,3,2999,8997
43145,Surface Book,Miami,5,1499,7495
43591,Xbox One S,Dallas,4,299,1196
43637,Surface Studio,Miami,2,2999,5998
42756,Surface Book,Washington D.C.,2,1499,2998
43327,Surface Book,Washington D.C.,4,1499,5996
43398,Xbox One,Atlanta,1,249,249
43450,Surface Book,Atlanta,5,1499,7495
43500,Surface Pro 4,Washington D.C.,4,899,3596
43584,Surface Studio,Tampa,3,2999,8997
43154,Surface Studio,Dallas,5,2999,14995
43418,Xbox One S,Tampa,1,299,299
43149,Surface Pro 4,Washington D.C.,5,899,4495
43595,Surface Pro 4,Washington D.C.,3,899,2697
43325,Xbox One,Houston,5,249,1245
43527,Surface Pro 4,Atlanta,4,899,3596
43343,Surface Studio,Miami,4,2999,11996
43382,Xbox One,Dallas,5,249,1245
43667,Surface Pro 4,Washington D.C.,1,899,899
43503,Surface Pro 4,Tampa,1,899,899
43090,Surface Pro 4,Houston,4,899,3596
42935,Surface Pro 4,Tampa,3,899,2697
42972,Xbox One S,Dallas,1,299,299
43399,Surface Book,Washington D.C.,5,1499,7495
43150,Surface Studio,Miami,3,2999,8997
43099,Surface Pro 4,Dallas,3,899,2697
43257,Xbox One,Houston,4,249,996
43171,Surface Pro 4,Washington D.C.,1,899,899
43202,Surface Studio,Atlanta,5,2999,14995
43484,Surface Studio,Dallas,2,2999,5998
43250,Surface Book,Dallas,4,1499,5996
43059,Xbox One S,Dallas,1,299,299
43514,Xbox One S,Houston,4,299,1196
43802,Surface Book,Miami,2,1499,2998
43750,Xbox One S,Dallas,5,299,1495
43653,Xbox One,Dallas,4,249,996
43165,Xbox One S,Miami,3,299,897
43406,Xbox One,Washington D.C.,5,249,1245
43352,Surface Book,Houston,5,1499,7495
43267,Surface Pro 4,Miami,4,899,3596
42901,Surface Studio,Dallas,5,2999,14995
42988,Surface Studio,Dallas,2,2999,5998
42872,Surface Studio,Miami,5,2999,14995
43483,Surface Book,Miami,2,1499,2998
43295,Surface Pro 4,Tampa,2,899,1798
43111,Xbox One,Houston,2,249,498
42992,Surface Book,Houston,5,1499,7495
43081,Surface Book,Miami,1,1499,1499
42824,Xbox One,Atlanta,3,249,747
42996,Surface Studio,Miami,5,2999,14995
43501,Surface Book,Dallas,2,1499,2998
43542,Surface Book,Houston,5,1499,7495
42859,Xbox One,Washington D.C.,1,249,249
43326,Surface Studio,Tampa,4,2999,11996
43715,Xbox One,Atlanta,5,249,1245
43200,Xbox One,Houston,2,249,498
43498,Xbox One,Washington D.C.,5,249,1245
43662,Surface Book,Dallas,4,1499,5996
43161,Surface Studio,Atlanta,1,2999,2999
42815,Xbox One S,Tampa,2,299,598
43149,Xbox One S,Dallas,2,299,598
43610,Surface Pro 4,Dallas,2,899,1798
43473,Surface Pro 4,Washington D.C.,1,899,899
43234,Xbox One,Houston,1,249,249
43215,Xbox One,Washington D.C.,3,249,747
43123,Xbox One S,Houston,3,299,897
43591,Surface Pro 4,Tampa,2,899,1798
43288,Xbox One,Tampa,4,249,996
43826,Surface Pro 4,Dallas,5,899,4495
43763,Surface Studio,Atlanta,3,2999,8997
43822,Surface Book,Tampa,5,1499,7495
43527,Xbox One S,Dallas,4,299,1196
43798,Surface Studio,Washington D.C.,4,2999,11996
43527,Xbox One,Miami,3,249,747
43690,Xbox One,Miami,5,249,1245
43584,Xbox One,Tampa,2,249,498
42994,Surface Pro 4,Miami,2,899,1798
43310,Surface Book,Miami,2,1499,2998
43329,Xbox One S,Dallas,4,299,1196
42856,Surface Pro 4,Dallas,4,899,3596
42851,Xbox One S,Miami,4,299,1196
43413,Xbox One S,Washington D.C.,4,299,1196
43575,Surface Book,Atlanta,3,1499,4497
43245,Surface Book,Atlanta,4,1499,5996
43580,Surface Studio,Houston,1,2999,2999
42869,Surface Studio,Washington D.C.,3,2999,8997
43048,Xbox One S,Houston,1,299,299
43828,Surface Book,Atlanta,1,1499,1499
43643,Surface Studio,Houston,2,2999,5998
43710,Surface Pro 4,Miami,2,899,1798
43647,Surface Book,Dallas,3,1499,4497
43045,Surface Book,Atlanta,4,1499,5996
43775,Surface Book,Atlanta,3,1499,4497
43720,Surface Studio,Dallas,2,2999,5998
43167,Surface Studio,Miami,2,2999,5998
43027,Surface Book,Miami,5,1499,7495
42817,Xbox One S,Tampa,4,299,1196
42981,Surface Book,Dallas,1,1499,1499
43049,Surface Pro 4,Atlanta,5,899,4495
43493,Xbox One,Dallas,2,249,498
43605,Xbox One,Miami,3,249,747
43341,Xbox One,Houston,3,249,747
43433,Xbox One S,Atlanta,5,299,1495
42895,Surface Pro 4,Dallas,2,899,1798
43752,Surface Studio,Washington D.C.,1,2999,2999
43449,Surface Pro 4,Tampa,1,899,899
42795,Xbox One S,Washington D.C.,2,299,598
43592,Xbox One,Washington D.C.,5,249,1245
43739,Xbox One S,Miami,4,299,1196
43372,Xbox One,Tampa,1,249,249
43518,Surface Book,Miami,2,1499,2998
43199,Surface Pro 4,Dallas,3,899,2697
43286,Xbox One S,Atlanta,4,299,1196
42754,Xbox One,Atlanta,3,249,747
42912,Xbox One,Washington D.C.,3,249,747
43618,Surface Book,Tampa,5,1499,7495
43057,Surface Book,Atlanta,5,1499,7495
43093,Surface Book,Washington D.C.,2,1499,2998
43544,Surface Studio,Washington D.C.,1,2999,2999
43126,Xbox One S,Houston,2,299,598
43801,Surface Studio,Washington D.C.,1,2999,2999
43678,Surface Studio,Tampa,5,2999,14995
43597,Xbox One,Houston,1,249,249
43527,Surface Pro 4,Atlanta,3,899,2697
43739,Xbox One S,Houston,4,299,1196
43478,Surface Studio,Houston,5,2999,14995
43356,Surface Book,Washington D.C.,2,1499,2998
43504,Surface Studio,Miami,2,2999,5998
43108,Xbox One S,Washington D.C.,1,299,299
43354,Surface Pro 4,Miami,1,899,899
43230,Xbox One S,Tampa,5,299,1495
43495,Surface Book,Washington D.C.,5,1499,7495
43383,Surface Pro 4,Dallas,4,899,3596
42827,Xbox One S,Washington D.C.,1,299,299
43060,Surface Studio,Houston,4,2999,11996
43802,Xbox One S,Atlanta,1,299,299
43661,Xbox One S,Dallas,1,299,299
43333,Xbox One S,Miami,3,299,897
42756,Xbox One S,Tampa,4,299,1196
42805,Xbox One,Tampa,3,249,747
42859,Surface Studio,Tampa,1,2999,2999
43510,Surface Studio,Tampa,2,2999,5998
43370,Xbox One S,Tampa,5,299,1495
43003,Surface Studio,Dallas,5,2999,14995
42830,Xbox One S,Washington D.C.,3,299,897
43147,Surface Studio,Atlanta,2,2999,5998
43498,Xbox One,Tampa,3,249,747
43026,Surface Studio,Houston,1,2999,2999
43645,Xbox One S,Washington D.C.,5,299,1495
42917,Xbox One S,Atlanta,2,299,598
43518,Surface Studio,Miami,2,2999,5998
43573,Surface Pro 4,Miami,5,899,4495
42910,Surface Pro 4,Houston,3,899,2697
43073,Xbox One,Washington D.C.,2,249,498
42736,Surface Book,Atlanta,3,1499,4497
43383,Surface Studio,Tampa,2,2999,5998
42922,Surface Book,Washington D.C.,5,1499,7495
43116,Surface Pro 4,Miami,2,899,1798
43743,Xbox One,Houston,5,249,1245
43491,Xbox One S,Miami,2,299,598
43010,Xbox One S,Miami,2,299,598
43784,Xbox One S,Miami,5,299,1495
43344,Xbox One,Miami,5,249,1245
42959,Surface Pro 4,Houston,5,899,4495
42879,Surface Book,Miami,1,1499,1499
43221,Xbox One,Tampa,1,249,249
43545,Surface Pro 4,Atlanta,4,899,3596
43485,Surface Book,Houston,3,1499,4497
43092,Surface Book,Atlanta,5,1499,7495
42757,Surface Studio,Houston,5,2999,14995
43086,Xbox One,Tampa,5,249,1245
43461,Surface Book,Houston,4,1499,5996
43817,Surface Studio,Tampa,5,2999,14995
42950,Surface Pro 4,Miami,1,899,899
43792,Surface Pro 4,Houston,5,899,4495
43288,Xbox One,Miami,1,249,249
42764,Xbox One,Miami,2,249,498
43543,Xbox One S,Atlanta,5,299,1495
43111,Xbox One S,Tampa,5,299,1495
42876,Xbox One,Dallas,2,249,498
43803,Xbox One,Atlanta,4,249,996
43407,Xbox One S,Dallas,4,299,1196
42957,Surface Book,Atlanta,3,1499,4497
43699,Surface Studio,Atlanta,2,2999,5998
43116,Xbox One,Houston,2,249,498
43468,Xbox One,Washington D.C.,4,249,996
43298,Surface Book,Dallas,2,1499,2998
43314,Surface Studio,Tampa,3,2999,8997
43257,Surface Book,Houston,5,1499,7495
42842,Xbox One,Dallas,1,249,249
43181,Xbox One S,Tampa,1,299,299
42795,Xbox One S,Dallas,3,299,897
43519,Xbox One S,Washington D.C.,5,299,1495
43471,Xbox One S,Miami,4,299,1196
43294,Surface Studio,Houston,1,2999,2999
43626,Surface Book,Tampa,2,1499,2998
43160,Surface Studio,Atlanta,2,2999,5998
43328,Xbox One S,Miami,1,299,299
43066,Xbox One S,Miami,5,299,1495
43542,Surface Studio,Tampa,3,2999,8997
43356,Xbox One S,Miami,4,299,1196
43204,Xbox One S,Atlanta,3,299,897
43721,Surface Book,Tampa,1,1499,1499
43783,Surface Pro 4,Houston,4,899,3596
42857,Surface Studio,Houston,3,2999,8997
43608,Xbox One,Washington D.C.,2,249,498
42853,Surface Studio,Tampa,3,2999,8997
43634,Surface Book,Tampa,5,1499,7495
42787,Xbox One,Houston,3,249,747
43606,Surface Studio,Washington D.C.,1,2999,2999
42919,Surface Book,Atlanta,1,1499,1499
43286,Surface Book,Atlanta,5,1499,7495
42801,Surface Pro 4,Washington D.C.,5,899,4495
43723,Surface Pro 4,Miami,4,899,3596
43475,Xbox One S,Washington D.C.,4,299,1196
43606,Surface Pro 4,Miami,5,899,4495
43240,Surface Pro 4,Houston,2,899,1798
43286,Xbox One,Tampa,3,249,747
42930,Surface Pro 4,Tampa,4,899,3596
43087,Surface Book,Dallas,3,1499,4497
43040,Xbox One,Dallas,1,249,249
43154,Surface Pro 4,Miami,3,899,2697
42892,Surface Pro 4,Atlanta,5,899,4495
43184,Surface Book,Dallas,1,1499,1499
43797,Surface Pro 4,Miami,2,899,1798
43620,Surface Studio,Dallas,4,2999,11996
43569,Surface Studio,Miami,1,2999,2999
43414,Xbox One S,Washington D.C.,5,299,1495
43737,Surface Studio,Houston,1,2999,2999
43283,Surface Book,Miami,4,1499,5996
43734,Xbox One,Houston,3,249,747
42951,Xbox One,Tampa,2,249,498
43679,Surface Pro 4,Houston,3,899,2697
42907,Surface Book,Tampa,4,1499,5996
43658,Xbox One S,Houston,4,299,1196
43180,Surface Pro 4,Tampa,3,899,2697
43046,Surface Book,Houston,2,1499,2998
42892,Surface Pro 4,Washington D.C.,1,899,899
42997,Surface Book,Tampa,5,1499,7495
43411,Surface Studio,Miami,4,2999,11996
43828,Surface Book,Miami,2,1499,2998
43475,Xbox One,Houston,1,249,249
42892,Surface Studio,Dallas,5,2999,14995
43531,Surface Pro 4,Dallas,5,899,4495
42931,Xbox One,Washington D.C.,1,249,249
43797,Xbox One S,Dallas,2,299,598
43828,Surface Book,Washington D.C.,5,1499,7495
42850,Surface Studio,Atlanta,2,2999,5998
43713,Surface Studio,Atlanta,4,2999,11996
42792,Xbox One,Washington D.C.,5,249,1245
43047,Xbox One S,Atlanta,1,299,299
43576,Surface Pro 4,Atlanta,4,899,3596
43159,Xbox One S,Atlanta,2,299,598
43259,Surface Pro 4,Atlanta,5,899,4495
43018,Xbox One S,Atlanta,2,299,598
43339,Surface Studio,Washington D.C.,5,2999,14995
43382,Surface Studio,Houston,3,2999,8997
43763,Xbox One,Tampa,3,249,747
43800,Xbox One,Tampa,4,249,996
43500,Xbox One S,Miami,5,299,1495
42894,Xbox One S,Atlanta,3,299,897
43449,Surface Pro 4,Dallas,4,899,3596
43370,Surface Pro 4,Atlanta,2,899,1798
43128,Xbox One,Atlanta,4,249,996
43660,Xbox One,Dallas,2,249,498
43359,Surface Studio,Dallas,5,2999,14995
43300,Xbox One S,Houston,3,299,897
43381,Xbox One,Miami,3,249,747
43374,Xbox One,Dallas,1,249,249
43652,Surface Studio,Atlanta,5,2999,14995
43647,Surface Studio,Miami,3,2999,8997
43427,Surface Studio,Miami,2,2999,5998
43765,Xbox One,Washington D.C.,5,249,1245
43586,Xbox One,Miami,5,249,1245
43373,Surface Studio,Tampa,2,2999,5998
43016,Surface Pro 4,Houston,1,899,899
42736,Xbox One S,Houston,3,299,897
43254,Surface Pro 4,Atlanta,4,899,3596
43190,Surface Studio,Dallas,1,2999,2999
42824,Surface Pro 4,Houston,5,899,4495
43016,Surface Pro 4,Tampa,3,899,2697
43054,Xbox One S,Tampa,2,299,598
43022,Surface Studio,Dallas,1,2999,2999
43758,Xbox One S,Washington D.C.,1,299,299
43574,Surface Studio,Washington D.C.,4,2999,11996
43528,Surface Book,Dallas,2,1499,2998
43729,Surface Pro 4,Washington D.C.,1,899,899
43394,Xbox One,Atlanta,4,249,996
42890,Xbox One,Washington D.C.,5,249,1245
43079,Surface Book,Dallas,2,1499,2998
43084,Xbox One,Dallas,2,249,498
43403,Surface Book,Atlanta,1,1499,1499
43826,Xbox One S,Miami,3,299,897
43321,Xbox One S,Miami,1,299,299
43690,Surface Pro 4,Washington D.C.,4,899,3596
43416,Surface Pro 4,Tampa,3,899,2697
43213,Surface Pro 4,Atlanta,5,899,4495
43091,Surface Pro 4,Houston,2,899,1798
43562,Surface Studio,Dallas,5,2999,14995
43790,Surface Pro 4,Miami,5,899,4495
42850,Surface Studio,Houston,5,2999,14995
43680,Surface Book,Dallas,4,1499,5996
42832,Xbox One,Atlanta,4,249,996
42820,Surface Book,Atlanta,2,1499,2998
43456,Surface Pro 4,Atlanta,4,899,3596
43735,Surface Pro 4,Dallas,4,899,3596
43629,Surface Studio,Tampa,3,2999,8997
42987,Surface Pro 4,Tampa,5,899,4495
